creditscore,geography,gender,age,tenure,balance,numofproducts,numofproducts,isactivemember,estimatedsalary,exited
516,France,Female,47,6,109387.33,1,1,No Credit Card,121365.45,Churned
561,France,Male,37,1,100443.36,2,2,Has Credit Card,101693.73,Churned
682,Spain,Female,54,0,83102.72,2,2,Has Credit Card,54132.93,Churned
575,Spain,Male,28,7,0,1,1,Has Credit Card,10666.05,Churned
623,France,Female,28,4,0,2,2,No Credit Card,41227.67,Churned
642,France,Female,40,7,0,2,2,No Credit Card,10712.82,Churned
779,France,Female,48,2,115290.27,1,1,No Credit Card,98912.69,Stayed
671,France,Female,42,6,0,2,2,No Credit Card,197202.48,Churned
495,France,Female,40,1,140197.71,2,2,No Credit Card,150720.39,Churned
850,France,Female,28,1,105245.34,1,1,Has Credit Card,74780.13,Churned
630,France,Male,50,8,0,2,2,Has Credit Card,79377.45,Churned
588,France,Male,32,1,0,2,2,Has Credit Card,8763.87,Churned
562,Germany,Male,35,3,142296.13,1,1,Has Credit Card,177112.7,Churned
740,Spain,Female,56,4,99097.33,1,1,Has Credit Card,85016.64,Stayed
695,France,Male,28,5,171069.39,2,2,Has Credit Card,88689.4,Churned
589,France,Female,39,7,0,2,2,No Credit Card,95985.64,Churned
607,France,Female,31,1,102523.88,1,1,Has Credit Card,166792.71,Churned
794,France,Male,35,6,0,2,2,Has Credit Card,68730.91,Churned
580,Germany,Male,44,9,143391.07,1,1,No Credit Card,146891.07,Stayed
644,Germany,Female,44,8,106022.73,2,2,No Credit Card,148727.42,Churned
636,Spain,Female,36,1,0,1,1,No Credit Card,43134.58,Churned
599,Germany,Male,36,3,128960.21,2,2,Has Credit Card,40318.33,Churned
507,France,Female,35,2,0,2,2,No Credit Card,97633.93,Churned
682,France,Female,48,7,0,2,2,No Credit Card,65069.03,Churned
714,France,Female,24,7,0,2,2,No Credit Card,166335,Churned
696,France,Female,25,8,126442.59,1,1,No Credit Card,121904.44,Churned
599,Spain,Male,51,0,0,1,1,Has Credit Card,175235.99,Churned
577,France,Male,37,2,127261.35,1,1,No Credit Card,56185.05,Churned
733,Spain,Female,32,5,0,2,2,No Credit Card,131625.14,Churned
647,France,Female,33,4,0,1,1,No Credit Card,152323.04,Churned
831,France,Female,34,2,0,2,2,No Credit Card,165840.94,Churned
543,Germany,Male,30,6,73481.05,1,1,Has Credit Card,176692.65,Churned
679,France,Male,34,7,160515.37,1,1,No Credit Card,121904.14,Churned
713,Germany,Female,61,4,149525.34,2,2,No Credit Card,123663.63,Churned
690,Germany,Male,43,2,166522.78,1,1,No Credit Card,119644.59,Stayed
751,France,Male,29,1,135536.5,1,1,No Credit Card,66825.33,Churned
613,Germany,Female,43,10,120481.69,1,1,No Credit Card,94875.03,Stayed
701,Spain,Male,28,1,103421.32,1,1,Has Credit Card,76304.73,Churned
698,France,Male,33,5,135658.73,2,2,Has Credit Card,39755,Churned
451,France,Female,36,2,0,2,2,Has Credit Card,180142.42,Churned
665,France,Male,28,8,191402.82,2,2,No Credit Card,83238.4,Churned
726,Germany,Male,50,9,94504.35,1,1,Has Credit Card,5078.9,Churned
608,Germany,Female,44,5,126147.84,1,1,Has Credit Card,132424.69,Stayed
549,France,Female,46,7,0,1,1,Has Credit Card,109057.56,Churned
803,France,Male,33,6,0,2,2,No Credit Card,115676.61,Churned
663,France,Male,43,4,87624.03,2,2,No Credit Card,149401.33,Churned
558,France,Female,45,1,153697.53,2,2,No Credit Card,89891.4,Stayed
714,France,Female,25,4,0,2,2,No Credit Card,82500.84,Churned
704,France,Male,39,5,0,1,1,No Credit Card,6416.92,Churned
805,Germany,Female,45,9,116585.97,1,1,No Credit Card,189428.75,Stayed
659,Germany,Male,34,9,134464.58,2,2,No Credit Card,178833.34,Churned
738,Germany,Male,62,10,83008.31,1,1,Has Credit Card,42766.03,Churned
635,Spain,Male,35,2,113635.16,1,1,No Credit Card,90883.12,Churned
530,Spain,Female,36,7,0,2,2,No Credit Card,80619.09,Churned
661,Germany,Male,41,5,122552.48,2,2,Has Credit Card,120646.4,Churned
531,Spain,Male,31,2,118899.45,2,2,No Credit Card,41409.36,Churned
694,France,Female,29,5,99713.87,1,1,No Credit Card,112317.89,Churned
731,France,Female,36,6,0,1,1,No Credit Card,152128.36,Churned
556,France,Female,36,2,134208.22,1,1,Has Credit Card,177670.57,Churned
647,Germany,Female,41,1,85906.65,3,3,No Credit Card,189159.97,Churned
850,Germany,Male,32,3,137714.25,1,1,Has Credit Card,159403.68,Churned
573,Spain,Male,33,1,160777.9,1,1,Has Credit Card,149536.15,Churned
591,France,Male,45,5,0,2,2,Has Credit Card,155492.87,Churned
723,France,Male,21,4,0,2,2,No Credit Card,24847.02,Churned
617,France,Male,25,1,102585.88,2,2,Has Credit Card,115387.4,Churned
704,Germany,Female,39,10,102556.18,2,2,No Credit Card,171971.25,Stayed
457,Germany,Male,42,4,126772.57,1,1,Has Credit Card,126106.4,Churned
787,Germany,Female,38,3,158373.23,1,1,Has Credit Card,28228.35,Churned
651,France,Female,34,9,0,2,2,No Credit Card,138113.71,Churned
612,Germany,Male,42,5,141927.1,1,1,Has Credit Card,43018.98,Churned
828,Spain,Male,47,1,109876.82,2,2,No Credit Card,83611.45,Stayed
724,France,Female,34,2,0,2,2,Has Credit Card,118863.38,Churned
648,Germany,Male,44,9,111369.79,2,2,Has Credit Card,91947.74,Churned
569,Spain,Male,35,3,116969.35,1,1,No Credit Card,94488.82,Churned
765,Germany,Female,34,8,136729.51,2,2,No Credit Card,47058.21,Churned
577,Germany,Female,44,1,152086.15,1,1,Has Credit Card,44719.5,Stayed
603,Spain,Male,46,2,0,2,2,No Credit Card,174478.54,Churned
568,Spain,Male,28,1,127289.28,1,1,No Credit Card,45611.51,Churned
748,Germany,Male,45,2,119852.01,1,1,No Credit Card,73853.94,Stayed
573,Spain,Male,38,4,0,2,2,Has Credit Card,196517.43,Churned
771,Spain,Female,41,5,0,2,2,Has Credit Card,92914.67,Churned
763,France,Male,35,9,0,1,1,Has Credit Card,31372.91,Churned
410,France,Female,35,7,117183.74,1,1,Has Credit Card,109733.73,Churned
728,France,Male,33,8,129907.63,1,1,Has Credit Card,36083.96,Churned
655,Spain,Female,78,2,0,2,2,Has Credit Card,188435.38,Churned
580,Germany,Female,36,6,145387.32,2,2,Has Credit Card,169963.2,Stayed
712,France,Male,35,7,124616.23,1,1,Has Credit Card,69320.97,Churned
680,France,Male,31,9,0,2,2,No Credit Card,36145.53,Churned
383,Spain,Female,48,8,95808.19,1,1,No Credit Card,137702.01,Stayed
721,France,Male,35,10,0,2,2,No Credit Card,71594.26,Churned
620,France,Female,42,1,0,2,2,Has Credit Card,65565.92,Churned
774,Spain,Female,36,8,117152.3,1,1,No Credit Card,101828.39,Churned
563,France,Male,35,3,106250.72,1,1,No Credit Card,39546.32,Churned
850,Germany,Female,27,8,111837.78,2,2,Has Credit Card,110805.79,Churned
681,France,Male,47,9,97023.21,1,1,Has Credit Card,2168.13,Churned
631,France,Female,31,8,137687.72,1,1,No Credit Card,190067.12,Churned
614,Spain,Female,40,3,113348.5,1,1,Has Credit Card,77789.01,Churned
704,Spain,Male,24,10,122109.78,1,1,Has Credit Card,127654.37,Churned
786,France,Male,32,2,120452.4,2,2,No Credit Card,79602.86,Churned
534,France,Female,53,7,0,2,2,Has Credit Card,80619.17,Churned
590,Spain,Male,34,0,65812.35,2,2,Has Credit Card,160346.3,Churned
583,Spain,Female,40,3,54428.37,1,1,No Credit Card,109638.78,Stayed
597,France,Male,33,9,0,2,2,No Credit Card,49374.82,Churned
588,Germany,Female,48,1,143279.58,2,2,No Credit Card,31580.8,Stayed
667,Germany,Male,32,0,103846.65,1,1,No Credit Card,20560.69,Churned
627,France,Male,37,2,125190.86,1,1,Has Credit Card,84584.69,Churned
708,France,Female,33,8,0,2,2,Has Credit Card,15246.83,Churned
641,France,Male,65,6,38340.02,1,1,No Credit Card,32607.77,Stayed
527,Germany,Female,28,2,123802.98,2,2,Has Credit Card,155846.69,Churned
592,France,Male,37,3,96651.03,1,1,Has Credit Card,3232.82,Churned
465,France,Male,33,8,0,2,2,No Credit Card,177668.55,Churned
628,France,Male,39,6,0,2,2,No Credit Card,134441.6,Churned
678,France,Male,43,1,133237.21,1,1,No Credit Card,111032.79,Stayed
570,France,Female,61,6,142105.35,1,1,Has Credit Card,45214.04,Churned
815,France,Male,37,1,166115.42,1,1,No Credit Card,67208.3,Churned
817,France,Female,37,6,81070.34,2,2,No Credit Card,80985.88,Churned
717,France,Male,35,4,0,1,1,Has Credit Card,167573.06,Churned
641,France,Female,53,0,123835.52,2,2,Has Credit Card,160110.65,Churned
624,France,Male,51,10,123401.43,2,2,Has Credit Card,127825.25,Churned
579,Germany,Male,49,4,169377.31,1,1,Has Credit Card,123535.05,Churned
698,France,Male,38,2,130015.24,1,1,Has Credit Card,41595.3,Churned
645,France,Male,32,4,0,2,2,Has Credit Card,97628.08,Churned
691,France,Male,34,8,133936.04,2,2,No Credit Card,91359.79,Churned
638,France,Male,34,6,114543.27,1,1,Has Credit Card,97755.29,Churned
705,France,Female,31,3,119794.67,1,1,No Credit Card,182528.44,Churned
720,France,Male,33,9,0,2,2,Has Credit Card,142956.48,Churned
553,Spain,Male,44,4,0,1,1,No Credit Card,10789.3,Churned
658,France,Female,29,8,0,2,2,Has Credit Card,130461.09,Churned
648,Germany,Female,32,8,157138.99,3,3,No Credit Card,190994.48,Stayed
636,Spain,Male,45,3,0,2,2,Has Credit Card,159463.8,Churned
527,Germany,Female,41,10,136733.24,1,1,Has Credit Card,57589.29,Churned
717,Germany,Female,28,9,82498.14,2,2,No Credit Card,40437.67,Churned
614,Spain,Male,39,3,151914.93,1,1,No Credit Card,56459.45,Churned
737,France,Male,43,0,80090.93,1,1,No Credit Card,39920,Stayed
587,Spain,Male,51,3,83739.32,1,1,Has Credit Card,148798.45,Churned
682,France,Female,35,2,181166.44,1,1,Has Credit Card,63737.19,Stayed
710,France,Male,38,3,130588.82,1,1,Has Credit Card,154997.64,Churned
507,France,Male,42,6,0,2,2,No Credit Card,34777.23,Churned
609,Germany,Male,33,6,94126.67,1,1,No Credit Card,93718.16,Churned
786,France,Male,32,9,0,2,2,No Credit Card,133112.41,Churned
688,France,Male,38,7,148045.68,1,1,No Credit Card,175479.92,Stayed
779,Spain,Male,33,3,0,2,2,No Credit Card,30804.68,Churned
733,France,Female,44,6,168165.84,1,1,Has Credit Card,197193.49,Churned
583,Germany,Female,26,10,72835.56,2,2,No Credit Card,96792.15,Churned
627,France,Male,41,3,0,2,2,No Credit Card,132719.8,Churned
666,Germany,Male,31,3,123212.08,2,2,Has Credit Card,112157.31,Churned
620,Spain,Male,38,0,0,2,2,Has Credit Card,38015.34,Churned
614,Spain,Female,39,6,0,2,2,Has Credit Card,164018.98,Churned
606,France,Male,40,6,119501.88,2,2,No Credit Card,46774.94,Churned
700,Germany,Female,39,5,144550.83,2,2,Has Credit Card,189664.43,Churned
677,Germany,Male,34,3,126729.41,1,1,Has Credit Card,26106.39,Stayed
850,Germany,Male,36,5,119984.07,1,1,No Credit Card,191535.11,Stayed
564,France,Male,35,4,0,1,1,No Credit Card,158937.55,Churned
771,Spain,Female,56,2,0,1,1,Has Credit Card,25222.6,Stayed
620,Spain,Male,42,9,121490.05,1,1,Has Credit Card,29296.74,Churned
610,Spain,Male,46,5,91897.8,1,1,No Credit Card,54394.28,Churned
609,Spain,Male,39,2,139443.75,2,2,No Credit Card,9234.06,Churned
683,Germany,Male,35,5,144961.97,1,1,Has Credit Card,26796.73,Churned
633,Germany,Male,42,3,126041.02,1,1,Has Credit Card,11796.89,Churned
676,Germany,Male,28,1,69459.05,2,2,Has Credit Card,128461.29,Churned
693,France,Male,38,7,198338.77,2,2,Has Credit Card,14278.18,Churned
709,France,Male,36,0,0,2,2,No Credit Card,46811.77,Churned
569,Germany,Male,35,2,109196.66,3,3,No Credit Card,109393.19,Stayed
684,Spain,Female,38,3,134168.5,3,3,No Credit Card,3966.5,Stayed
565,France,Male,34,6,0,1,1,Has Credit Card,63173.64,Churned
681,France,Male,29,8,0,1,1,No Credit Card,66367.33,Churned
503,Spain,Female,36,9,0,2,2,Has Credit Card,16274.67,Churned
656,France,Male,40,2,0,2,2,Has Credit Card,180553.48,Churned
566,Germany,Male,65,4,120100.41,1,1,No Credit Card,107563.16,Stayed
592,France,Female,62,5,0,1,1,Has Credit Card,100941.57,Churned
687,Spain,Female,50,5,0,2,2,No Credit Card,110230.4,Churned
686,Spain,Male,22,8,0,2,2,No Credit Card,142331.85,Churned
616,Spain,Male,30,2,0,2,2,No Credit Card,199099.51,Churned
494,Spain,Male,67,5,0,2,2,Has Credit Card,85890.16,Churned
534,France,Male,38,3,0,1,1,No Credit Card,143938.27,Churned
695,Spain,Female,31,8,0,2,2,Has Credit Card,131644.41,Churned
579,Spain,Female,31,9,0,2,2,No Credit Card,112395.98,Churned
432,Germany,Male,38,2,135559.8,2,2,Has Credit Card,71856.3,Churned
816,Germany,Female,25,2,150355.35,2,2,Has Credit Card,35770.84,Churned
730,France,Female,37,1,0,2,2,Has Credit Card,124364.63,Churned
593,France,Female,35,6,133489.12,2,2,Has Credit Card,78101.29,Churned
715,Germany,Female,37,9,105489.31,1,1,No Credit Card,143096.49,Stayed
775,Germany,Male,25,10,60205.2,2,2,No Credit Card,14073.11,Churned
539,France,Male,38,5,0,2,2,No Credit Card,47388.41,Churned
576,Spain,Male,19,6,0,2,2,No Credit Card,72306.07,Churned
617,Spain,Male,50,7,0,1,1,No Credit Card,184839.7,Stayed
688,France,Male,40,6,0,1,1,Has Credit Card,47886.44,Churned
608,France,Male,33,4,0,1,1,Has Credit Card,130474.03,Churned
597,Spain,Male,35,9,0,3,3,Has Credit Card,73181.39,Stayed
670,France,Female,42,6,112333.63,1,1,Has Credit Card,65706.86,Churned
616,Germany,Female,57,7,116936.81,1,1,Has Credit Card,104379.36,Churned
579,Germany,Female,50,5,117721.02,1,1,Has Credit Card,192146.63,Stayed
786,France,Male,37,7,165896.22,2,2,Has Credit Card,66977.68,Churned
704,Spain,Female,44,9,153656.85,1,1,No Credit Card,158742.81,Churned
796,France,Female,50,1,94164,1,1,Has Credit Card,189414.74,Churned
598,Spain,Male,39,1,0,2,2,No Credit Card,159130.32,Churned
602,France,Male,49,0,191808.73,1,1,No Credit Card,97640.2,Churned
619,France,Male,58,5,152199.33,1,1,Has Credit Card,86022.09,Churned
492,Germany,Female,52,8,125396.24,1,1,No Credit Card,10014.72,Stayed
641,Germany,Male,41,7,104405.54,3,3,No Credit Card,17384.21,Churned
518,France,Female,27,1,133801.49,1,1,Has Credit Card,143315.57,Churned
623,Spain,Female,40,4,0,3,3,No Credit Card,31669.18,Churned
733,France,Female,28,5,0,2,2,No Credit Card,12761.16,Churned
625,Germany,Male,42,6,100047.33,1,1,No Credit Card,93429.95,Churned
759,France,Female,31,1,109848.6,1,1,Has Credit Card,42012.55,Churned
604,France,Female,32,7,127849.38,1,1,No Credit Card,15798.7,Churned
512,Spain,Female,46,3,0,2,2,Has Credit Card,56408.14,Churned
520,France,Female,29,8,95947.76,1,1,No Credit Card,4696.44,Churned
805,Spain,Male,26,2,0,2,2,Has Credit Card,25042.1,Churned
626,France,Male,43,4,137638.69,1,1,No Credit Card,130442.08,Stayed
656,France,Male,38,10,0,1,1,Has Credit Card,136521.82,Churned
785,Spain,Male,41,7,0,2,2,Has Credit Card,199108.88,Churned
553,France,Male,31,6,0,2,2,No Credit Card,124596.63,Churned
569,France,Female,44,4,0,2,2,No Credit Card,134394.78,Churned
670,France,Male,38,10,89416.99,1,1,No Credit Card,144275.39,Churned
586,Spain,Male,42,6,0,2,2,Has Credit Card,123410.23,Churned
617,Spain,Female,45,1,0,1,1,No Credit Card,143298.06,Churned
508,France,Female,60,7,143262.04,1,1,Has Credit Card,129562.74,Churned
624,Spain,Female,35,7,119656.45,2,2,Has Credit Card,4595.05,Churned
654,France,Male,29,4,132954.64,1,1,Has Credit Card,146715.07,Churned
681,Germany,Female,44,3,105206.7,2,2,Has Credit Card,163558.36,Churned
578,Spain,Male,28,4,0,2,2,No Credit Card,6947.09,Churned
621,Spain,Female,37,9,83061.26,2,2,No Credit Card,9170.54,Churned
632,France,Male,40,5,147650.68,1,1,Has Credit Card,199674.83,Churned
644,France,Male,44,5,73348.56,1,1,No Credit Card,157166.79,Stayed
821,France,Male,28,2,0,2,2,No Credit Card,46072.52,Churned
754,France,Female,38,2,0,2,2,No Credit Card,3524.69,Churned
568,Spain,Female,27,1,116320.68,1,1,Has Credit Card,45563.94,Churned
584,France,Male,33,3,0,2,2,Has Credit Card,59103.13,Churned
549,France,Female,29,8,0,2,2,Has Credit Card,189558.44,Churned
729,France,Female,38,7,0,2,2,No Credit Card,45779.9,Churned
523,France,Male,61,8,66250.71,1,1,Has Credit Card,21859.06,Churned
477,Germany,Female,24,2,95675.62,2,2,No Credit Card,162699.7,Stayed
675,Germany,Male,42,2,92616.64,2,2,No Credit Card,8567.18,Churned
782,Spain,Female,41,4,0,1,1,No Credit Card,132943.88,Churned
616,Spain,Female,36,6,0,1,1,Has Credit Card,12916.32,Stayed
738,Spain,Female,37,8,100565.94,1,1,Has Credit Card,128799.86,Churned
717,Spain,Female,42,5,190305.78,1,1,No Credit Card,99347.8,Stayed
526,Germany,Female,35,9,118536.4,1,1,No Credit Card,40980.87,Stayed
660,France,Male,19,5,127649.64,1,1,Has Credit Card,40368.65,Churned
525,France,Male,35,7,165358.77,1,1,Has Credit Card,94738.54,Churned
629,Spain,Male,29,6,0,2,2,Has Credit Card,88842.8,Churned
616,Germany,Female,36,10,78249.53,1,1,No Credit Card,136934.91,Churned
521,Germany,Female,61,0,125193.96,1,1,Has Credit Card,109356.53,Churned
691,France,Female,29,9,0,2,2,No Credit Card,199635.93,Churned
687,Germany,Female,41,2,154007.21,1,1,No Credit Card,158408.23,Churned
677,Spain,Female,43,3,133214.88,2,2,Has Credit Card,95936.84,Churned
695,Spain,Male,63,1,146202.93,1,1,Has Credit Card,126688.83,Stayed
663,France,Female,27,9,0,2,2,No Credit Card,150850.29,Churned
496,France,Male,30,0,90963.49,1,1,Has Credit Card,27802,Churned
747,Spain,Male,41,9,0,1,1,No Credit Card,32430.94,Stayed
546,France,Female,52,2,0,1,1,No Credit Card,137332.37,Stayed
706,Spain,Male,68,4,114386.85,1,1,Has Credit Card,28601.68,Churned
472,France,Female,26,5,0,2,2,No Credit Card,108411.66,Churned
703,France,Female,40,7,0,2,2,Has Credit Card,122518.5,Churned
850,France,Female,38,2,0,2,2,No Credit Card,9015.07,Churned
667,Spain,Male,71,4,137260.78,1,1,Has Credit Card,94433.08,Stayed
559,France,Male,33,9,111060.05,2,2,No Credit Card,110371.84,Churned
636,Spain,Male,60,7,124447.73,1,1,Has Credit Card,141364.62,Stayed
672,France,Female,34,8,0,2,2,Has Credit Card,16245.25,Churned
667,France,Male,42,7,0,1,1,Has Credit Card,108348.94,Stayed
648,Germany,Male,33,7,135310.41,2,2,Has Credit Card,171668.2,Churned
497,France,Male,32,8,0,2,2,No Credit Card,67364.42,Churned
743,France,Female,73,6,0,2,2,Has Credit Card,107867.38,Churned
619,France,Male,29,5,0,2,2,No Credit Card,194310.1,Churned
639,Spain,Male,34,5,139393.19,2,2,No Credit Card,33950.08,Churned
540,Spain,Male,28,8,0,2,2,No Credit Card,197588.32,Churned
749,France,Female,26,6,0,2,2,Has Credit Card,34948.77,Churned
655,Germany,Male,32,9,113447.01,1,1,No Credit Card,82084.3,Churned
630,France,Male,33,9,0,2,2,No Credit Card,64804.59,Churned
778,Germany,Female,33,4,111063.73,2,2,No Credit Card,83556.65,Churned
757,Germany,Female,30,6,161378.02,1,1,No Credit Card,71926.28,Stayed
529,Spain,Female,39,2,82766.43,1,1,Has Credit Card,122925.44,Churned
620,Spain,Male,29,9,0,2,2,No Credit Card,13133.88,Churned
615,France,Female,61,1,104267.7,1,1,No Credit Card,62845.64,Stayed
735,France,Female,25,3,91718.8,1,1,No Credit Card,28411.23,Churned
705,Spain,Female,47,3,63488.7,1,1,Has Credit Card,28640.92,Stayed
644,Spain,Female,46,6,12459.19,1,1,No Credit Card,156787.34,Stayed
505,Germany,Female,37,6,159863.9,2,2,Has Credit Card,125307.87,Churned
471,Germany,Male,23,6,104592.55,2,2,No Credit Card,131736.23,Churned
722,Spain,Female,50,4,132088.59,1,1,Has Credit Card,128262.14,Churned
577,Spain,Female,39,4,0,2,2,No Credit Card,91366.42,Churned
744,Spain,Male,44,5,120654.68,1,1,No Credit Card,82290.81,Churned
573,France,Female,30,6,0,2,2,No Credit Card,66190.21,Churned
653,France,Female,32,4,83772.95,1,1,Has Credit Card,23920.65,Churned
660,France,Female,31,6,172325.67,1,1,Has Credit Card,45438.38,Churned
787,France,Male,46,7,117685.31,2,2,Has Credit Card,93360.35,Churned
617,France,Male,41,7,0,2,2,Has Credit Card,14496.67,Churned
567,France,Male,39,5,0,2,2,No Credit Card,168521.72,Churned
682,Spain,Female,64,9,0,2,2,Has Credit Card,103318.44,Churned
684,France,Male,35,6,135871.5,1,1,Has Credit Card,87219.41,Churned
447,France,Male,41,3,0,4,4,Has Credit Card,197490.39,Stayed
625,Germany,Female,49,4,128504.76,1,1,No Credit Card,126812.63,Stayed
585,France,Male,36,7,0,2,2,No Credit Card,94283.09,Churned
516,France,Female,42,8,56228.25,1,1,No Credit Card,46857.52,Churned
732,Germany,Female,45,6,98792.4,1,1,No Credit Card,81491.7,Stayed
628,Germany,Male,40,5,181768.32,2,2,Has Credit Card,129107.97,Churned
682,Spain,Female,48,9,101198.01,1,1,Has Credit Card,49732.9,Churned
746,France,Male,25,9,0,2,2,Has Credit Card,88728.47,Churned
655,France,Female,60,3,0,2,2,Has Credit Card,86981.45,Churned
644,France,Female,39,9,0,1,1,No Credit Card,3740.93,Churned
778,France,Male,34,5,139064.06,2,2,No Credit Card,67949.32,Churned
617,France,Female,35,2,104508.1,1,1,Has Credit Card,147636.46,Churned
660,Germany,Male,35,9,113948.58,1,1,No Credit Card,188891.96,Stayed
537,France,Male,47,10,0,2,2,Has Credit Card,25482.62,Churned
554,France,Female,39,10,0,2,2,Has Credit Card,18391.93,Churned
806,France,Male,31,9,0,2,2,Has Credit Card,140168.36,Churned
611,Germany,Male,37,1,117524.72,2,2,Has Credit Card,161064.29,Churned
665,France,Female,37,5,160389.82,1,1,Has Credit Card,183542.08,Churned
648,France,Female,37,7,0,2,2,No Credit Card,194238.92,Churned
692,France,Male,27,1,125547.53,1,1,No Credit Card,7900.46,Churned
507,Spain,Male,46,6,92783.68,1,1,Has Credit Card,51424.29,Churned
696,Germany,Male,49,5,97036.22,2,2,No Credit Card,152450.84,Stayed
681,France,Male,34,3,0,2,2,No Credit Card,55816.2,Churned
687,France,Female,26,6,0,2,2,Has Credit Card,32909.13,Churned
641,Spain,Male,40,5,102145.13,1,1,Has Credit Card,100637.07,Churned
507,France,Female,33,1,113452.66,1,1,No Credit Card,142911.99,Churned
688,Spain,Female,46,8,155681.72,1,1,No Credit Card,26287.21,Churned
535,Germany,Male,38,8,127475.24,1,1,No Credit Card,60775.76,Stayed
701,France,Male,41,10,0,2,2,Has Credit Card,146257.77,Churned
488,France,Male,43,10,112751.13,1,1,Has Credit Card,28332,Churned
539,France,Female,29,4,0,2,2,Has Credit Card,100919.19,Churned
674,France,Male,45,7,144889.18,1,1,Has Credit Card,102591.9,Stayed
538,Spain,Male,40,8,0,2,2,Has Credit Card,25554.4,Churned
829,France,Female,22,7,150126.44,1,1,No Credit Card,152107.93,Stayed
768,France,Male,54,8,69712.74,1,1,Has Credit Card,69381.05,Churned
585,Spain,Female,44,4,0,2,2,Has Credit Card,101728.46,Churned
581,France,Male,31,3,0,2,2,No Credit Card,89040.61,Churned
682,Germany,Female,35,2,117438.92,2,2,Has Credit Card,16910.98,Churned
653,France,Male,38,8,119315.75,1,1,No Credit Card,150468.35,Churned
712,France,Female,30,1,89571.59,1,1,Has Credit Card,177613.19,Churned
620,Germany,Female,34,8,102251.57,1,1,No Credit Card,120672.09,Churned
709,France,Male,42,9,118546.71,1,1,Has Credit Card,77142.85,Churned
832,France,Male,61,2,0,1,1,Has Credit Card,127804.66,Stayed
635,Spain,Male,38,0,103257.14,1,1,No Credit Card,158344.63,Churned
749,Spain,Female,43,1,124209.02,1,1,Has Credit Card,167179.48,Churned
629,Spain,Male,32,3,0,2,2,Has Credit Card,15404.64,Churned
836,Spain,Female,41,7,150302.84,1,1,Has Credit Card,156036.19,Churned
542,Spain,Male,34,8,108653.93,1,1,Has Credit Card,144725.14,Churned
645,France,Female,45,8,85325.93,1,1,No Credit Card,22558.74,Churned
844,France,Female,29,8,0,2,2,No Credit Card,147342.03,Churned
747,Germany,Male,37,9,135776.36,3,3,No Credit Card,85470.45,Stayed
645,France,Male,40,6,131411.24,1,1,Has Credit Card,194656.11,Churned
752,Spain,Female,36,3,0,2,2,Has Credit Card,48505.1,Churned
760,Spain,Female,41,6,0,2,2,No Credit Card,101491.23,Churned
714,Germany,Female,45,9,106431.97,2,2,Has Credit Card,164117.69,Churned
717,France,Male,50,9,90305.76,1,1,Has Credit Card,124626.57,Churned
645,Germany,Male,28,7,117466.03,2,2,Has Credit Card,34490.06,Churned
681,France,Male,32,3,148884.47,2,2,Has Credit Card,90967.37,Churned
681,Germany,Female,44,4,91115.76,2,2,No Credit Card,24208.84,Stayed
679,Germany,Female,37,8,77373.87,2,2,Has Credit Card,174873.09,Churned
528,Spain,Male,23,7,104744.89,1,1,No Credit Card,170262.97,Churned
710,France,Female,31,3,0,2,2,Has Credit Card,112289.06,Churned
733,Germany,Male,39,5,91538.51,1,1,Has Credit Card,93783,Churned
724,France,Female,32,6,0,2,2,Has Credit Card,150026.79,Churned
726,France,Female,34,0,185734.75,1,1,Has Credit Card,102036.82,Churned
556,France,Male,40,5,125909.85,1,1,Has Credit Card,95124.4,Churned
579,France,Female,45,2,0,2,2,No Credit Card,11514.39,Churned
674,France,Male,36,2,154525.7,1,1,Has Credit Card,27468.72,Churned
570,France,Female,29,0,0,1,1,No Credit Card,37092.43,Churned
631,France,Male,51,8,100654.8,1,1,No Credit Card,171587.9,Churned
623,Spain,Male,44,1,83325.77,1,1,Has Credit Card,80828.78,Churned
665,France,Male,35,8,110934.54,1,1,No Credit Card,169287.99,Churned
523,Spain,Female,36,8,113680.54,1,1,No Credit Card,13197.44,Churned
706,Germany,Male,31,1,117020.08,2,2,No Credit Card,54439.53,Churned
619,France,Female,49,9,145359.99,1,1,No Credit Card,38186.85,Churned
593,Germany,Female,39,8,151391.68,1,1,No Credit Card,27274.6,Stayed
608,Spain,Male,66,8,123935.35,1,1,Has Credit Card,65758.19,Churned
526,France,Female,36,0,0,2,2,No Credit Card,97767.63,Churned
684,Spain,Male,40,2,70291.02,1,1,Has Credit Card,115468.84,Stayed
604,Germany,Female,42,10,166031.45,1,1,No Credit Card,98293.14,Churned
636,Germany,Male,36,6,96643.32,1,1,No Credit Card,182059.28,Churned
669,Spain,Female,33,8,0,2,2,Has Credit Card,128538.05,Churned
624,France,Male,71,7,0,2,2,Has Credit Card,108841.83,Churned
631,France,Male,29,2,0,2,2,Has Credit Card,18581.84,Churned
753,France,Male,48,4,0,2,2,Has Credit Card,146821.42,Churned
588,France,Male,40,5,0,2,2,No Credit Card,100727.68,Churned
729,Germany,Male,26,4,97268.1,2,2,No Credit Card,39356.38,Churned
602,France,Female,42,10,0,2,2,No Credit Card,169921.11,Stayed
689,Germany,Female,55,1,76296.81,1,1,No Credit Card,42364.75,Stayed
486,Spain,Male,27,7,0,2,2,No Credit Card,28823.04,Churned
809,Germany,Female,42,6,64497.94,3,3,Has Credit Card,182436.81,Stayed
